sample_name,outcome,predictor,predictor_type,test_family,n_complete,public_n_complete,n_outcome_yes,n_outcome_no,n_predictor_levels,weighted_pct_outcome_yes_overall,effect_measure,effect_value,weighted_mean_predictor_yes,weighted_mean_predictor_no,p_value,test_status,p_value_bh,preliminary_bivariate_decision,effect_abs,outcome_label,preliminary_outcome_decision,predictor_label,predictor_type_main,predictor_role,preliminary_modeling_decision
main_grade_10_12,a_H1CO16A_yesno,num_H1RM1,continuous,binary_outcome_by_continuous_predictor,1596,1596,50,1546,NA,2.850722473334416,weighted_mean_difference_yes_minus_no,-1.626567316766685,3.91685442078963,5.543421737556315,3.044370194259538e-7,weighted_t_test_completed,6.596135420895666e-6,candidate_association_after_bh_adjustment,1.626567316766685,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,num_H1MO10,categorical,binary_outcome_by_categorical_predictor,1726,1726,55,1671,5,2.9241310921254122,range_weighted_pct_yes_across_predictor_categories,5.89614993657619,NA,NA,6.664187373149079e-6,rao_scott_chisq_completed,1.0829304481367254e-4,candidate_association_after_bh_adjustment,5.89614993657619,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,num_H1WP14,categorical,binary_outcome_by_categorical_predictor,1113,1113,28,1085,5,2.6474833927075645,range_weighted_pct_yes_across_predictor_categories,23.651926154374827,NA,NA,5.259500244272293e-4,rao_scott_chisq_completed,0.006837350317553981,candidate_association_after_bh_adjustment,23.651926154374827,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,a_age_wave1,continuous,binary_outcome_by_continuous_predictor,1763,1763,59,1704,NA,3.0869602691925566,weighted_mean_difference_yes_minus_no,0.4413340251356921,17.548865124233156,17.107531099097464,0.0010276344171991632,weighted_t_test_completed,0.011132706186324268,candidate_association_after_bh_adjustment,0.4413340251356921,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,core_covariate,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,num_H1PA7,binary,binary_outcome_by_categorical_predictor,1724,1724,54,1670,2,2.9021485447394215,range_weighted_pct_yes_across_predictor_categories,2.415892719622264,NA,NA,0.007495524697401675,rao_scott_chisq_completed,0.06960130076158699,candidate_association_unadjusted_only,2.415892719622264,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,derived_age_wave1,categorical,binary_outcome_by_categorical_predictor,1763,1763,59,1704,8,3.0869602691925566,range_weighted_pct_yes_across_predictor_categories,22.3828335141044,NA,NA,0.021431403680136636,rao_scott_chisq_completed,0.17413015490111017,candidate_association_unadjusted_only,22.3828335141044,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,script05_derived_variable,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,num_H1MO5,categorical,binary_outcome_by_categorical_predictor,1721,1721,57,1664,5,3.0703908247790728,range_weighted_pct_yes_across_predictor_categories,5.8501178042474455,NA,NA,0.03120134117744314,rao_scott_chisq_completed,0.219904964895472,candidate_association_unadjusted_only,5.8501178042474455,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,num_BIO_SEX,categorical,binary_outcome_by_categorical_predictor,1763,1763,59,1704,2,3.0869602691925566,range_weighted_pct_yes_across_predictor_categories,1.863382787067351,NA,NA,0.03383153306084185,rao_scott_chisq_completed,0.219904964895472,candidate_association_unadjusted_only,1.863382787067351,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,num_H1MO14,categorical,binary_outcome_by_categorical_predictor,1726,1726,55,1671,5,2.925813489478869,range_weighted_pct_yes_across_predictor_categories,4.317272633685279,NA,NA,0.04058903224972589,rao_scott_chisq_completed,0.2260917945474336,candidate_association_unadjusted_only,4.317272633685279,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16A_yesno,num_H1GH44,categorical,binary_outcome_by_categorical_predictor,1762,1762,59,1703,5,3.087159822305802,range_weighted_pct_yes_across_predictor_categories,7.36396961065006,NA,NA,0.044033243809014626,rao_scott_chisq_completed,0.2260917945474336,candidate_association_unadjusted_only,7.36396961065006,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1HS9,binary,binary_outcome_by_categorical_predictor,1764,1764,25,1739,2,1.1834246178311554,range_weighted_pct_yes_across_predictor_categories,4.88479244476141,NA,NA,1.4912573565072645e-9,rao_scott_chisq_completed,9.24579561034504e-8,candidate_association_after_bh_adjustment,4.88479244476141,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1MO9,categorical,binary_outcome_by_categorical_predictor,1725,1725,24,1701,5,1.1735245735694024,range_weighted_pct_yes_across_predictor_categories,4.47082264067873,NA,NA,6.393492187344366e-5,rao_scott_chisq_completed,0.0019819825780767533,candidate_association_after_bh_adjustment,4.47082264067873,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1MO10,categorical,binary_outcome_by_categorical_predictor,1727,1727,24,1703,5,1.1722988906011038,range_weighted_pct_yes_across_predictor_categories,3.885279013825071,NA,NA,2.0116758292617942e-4,rao_scott_chisq_completed,0.004157463380474375,candidate_association_after_bh_adjustment,3.885279013825071,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1TS8,binary,binary_outcome_by_categorical_predictor,1763,1763,25,1738,2,1.1846913112004163,range_weighted_pct_yes_across_predictor_categories,2.4924253054183074,NA,NA,0.01311287620986096,rao_scott_chisq_completed,0.20324958125284487,candidate_association_unadjusted_only,2.4924253054183074,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1BC4,categorical,binary_outcome_by_categorical_predictor,1757,1757,25,1732,5,1.1877397751091456,range_weighted_pct_yes_across_predictor_categories,5.527191435464549,NA,NA,0.029161816840408288,rao_scott_chisq_completed,0.23619986285624708,candidate_association_unadjusted_only,5.527191435464549,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_PA21,binary,binary_outcome_by_categorical_predictor,1429,1429,23,1406,2,1.328305754760848,range_weighted_pct_yes_across_predictor_categories,2.640049026191121,NA,NA,0.030045631665375373,rao_scott_chisq_completed,0.23619986285624708,candidate_association_unadjusted_only,2.640049026191121,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1BC1,categorical,binary_outcome_by_categorical_predictor,1757,1757,25,1732,5,1.187546812164837,range_weighted_pct_yes_across_predictor_categories,3.645373361521761,NA,NA,0.03334724341442033,rao_scott_chisq_completed,0.23619986285624708,candidate_association_unadjusted_only,3.645373361521761,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,a_age_wave1,continuous,binary_outcome_by_continuous_predictor,1764,1764,25,1739,NA,1.1834246178311554,weighted_mean_difference_yes_minus_no,0.4264542798374755,17.54556546400431,17.119111184166833,0.03650351688988194,weighted_t_test_completed,0.23619986285624708,candidate_association_unadjusted_only,0.4264542798374755,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,core_covariate,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1MO5,categorical,binary_outcome_by_categorical_predictor,1721,1721,24,1697,5,1.1777630661103022,range_weighted_pct_yes_across_predictor_categories,2.7918600687081407,NA,NA,0.036527391623898224,rao_scott_chisq_completed,0.23619986285624708,candidate_association_unadjusted_only,2.7918600687081407,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO16C_yesno,num_H1MO14,categorical,binary_outcome_by_categorical_predictor,1727,1727,24,1703,5,1.1729728257309262,range_weighted_pct_yes_across_predictor_categories,2.9292124465989238,NA,NA,0.03809675207358824,rao_scott_chisq_completed,0.23619986285624708,candidate_association_unadjusted_only,2.9292124465989238,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC4,categorical,binary_outcome_by_categorical_predictor,1749,1749,1196,553,5,68.58824039526563,range_weighted_pct_yes_across_predictor_categories,32.394324136227574,NA,NA,5.068322093903895e-12,rao_scott_chisq_completed,3.294409361037532e-10,candidate_association_after_bh_adjustment,32.394324136227574,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC3,categorical,binary_outcome_by_categorical_predictor,1748,1748,1196,552,5,68.62319434922853,range_weighted_pct_yes_across_predictor_categories,26.88055840280998,NA,NA,8.949241533061618e-11,rao_scott_chisq_completed,2.2637263463011122e-9,candidate_association_after_bh_adjustment,26.88055840280998,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1SE1,categorical,binary_outcome_by_categorical_predictor,1746,1746,1194,552,6,68.70238535948592,range_weighted_pct_yes_across_predictor_categories,30.856472942720117,NA,NA,1.0447967752158978e-10,rao_scott_chisq_completed,2.2637263463011122e-9,candidate_association_after_bh_adjustment,30.856472942720117,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1SE2,categorical,binary_outcome_by_categorical_predictor,1749,1749,1197,552,6,68.74810544196795,range_weighted_pct_yes_across_predictor_categories,41.86642154666871,NA,NA,1.656049994935195e-10,rao_scott_chisq_completed,2.383869602008154e-9,candidate_association_after_bh_adjustment,41.86642154666871,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC1,categorical,binary_outcome_by_categorical_predictor,1749,1749,1196,553,5,68.59336882552152,range_weighted_pct_yes_across_predictor_categories,27.61341759351057,NA,NA,1.83374584769858e-10,rao_scott_chisq_completed,2.383869602008154e-9,candidate_association_after_bh_adjustment,27.61341759351057,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC8,categorical,binary_outcome_by_categorical_predictor,1744,1744,1194,550,5,68.6620421476849,range_weighted_pct_yes_across_predictor_categories,25.019823056848722,NA,NA,3.6636819577446705e-9,rao_scott_chisq_completed,3.9689887875567264e-8,candidate_association_after_bh_adjustment,25.019823056848722,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1SE3,categorical,binary_outcome_by_categorical_predictor,1751,1751,1197,554,6,68.68946882657806,range_weighted_pct_yes_across_predictor_categories,22.906795562516983,NA,NA,1.4744200359914644e-8,rao_scott_chisq_completed,1.3691043191349314e-7,candidate_association_after_bh_adjustment,22.906795562516983,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC5,categorical,binary_outcome_by_categorical_predictor,1742,1742,1191,551,5,68.59987421394874,range_weighted_pct_yes_across_predictor_categories,21.55161678977351,NA,NA,3.399860924443674e-8,rao_scott_chisq_completed,2.762387001110485e-7,candidate_association_after_bh_adjustment,21.55161678977351,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC2,categorical,binary_outcome_by_categorical_predictor,1749,1749,1197,552,5,68.66488289640806,range_weighted_pct_yes_across_predictor_categories,20.763430524198093,NA,NA,3.714273976872365e-6,rao_scott_chisq_completed,2.6825312055189304e-5,candidate_association_after_bh_adjustment,20.763430524198093,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC7,categorical,binary_outcome_by_categorical_predictor,1750,1750,1197,553,5,68.61232889330603,range_weighted_pct_yes_across_predictor_categories,18.116044305469437,NA,NA,2.681172760483804e-5,rao_scott_chisq_completed,1.7427622943144724e-4,candidate_association_after_bh_adjustment,18.116044305469437,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1PF6,categorical,binary_outcome_by_categorical_predictor,1752,1752,1198,554,5,68.7179217021149,range_weighted_pct_yes_across_predictor_categories,48.09007829423116,NA,NA,1.2514799759580063e-4,rao_scott_chisq_completed,7.395108948842765e-4,candidate_association_after_bh_adjustment,48.09007829423116,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1PR8,categorical,binary_outcome_by_categorical_predictor,1754,1754,1199,555,6,68.63281254009875,range_weighted_pct_yes_across_predictor_categories,27.448633476363113,NA,NA,3.1379103426211366e-4,rao_scott_chisq_completed,0.0016769856025407844,candidate_association_after_bh_adjustment,27.448633476363113,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1PR7,categorical,binary_outcome_by_categorical_predictor,1754,1754,1199,555,6,68.63281254009875,range_weighted_pct_yes_across_predictor_categories,52.23966419189259,NA,NA,3.3539712050815687e-4,rao_scott_chisq_completed,0.0016769856025407844,candidate_association_after_bh_adjustment,52.23966419189259,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1RP5,categorical,binary_outcome_by_categorical_predictor,1746,1746,1193,553,5,68.56626590483837,range_weighted_pct_yes_across_predictor_categories,16.83491607201094,NA,NA,8.615917161338329e-4,rao_scott_chisq_completed,0.00400024725347851,candidate_association_after_bh_adjustment,16.83491607201094,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1PR3,categorical,binary_outcome_by_categorical_predictor,1755,1755,1199,556,5,68.55291580819522,range_weighted_pct_yes_across_predictor_categories,48.95073370212995,NA,NA,0.0025472132189747858,rao_scott_chisq_completed,0.011037923948890738,candidate_association_after_bh_adjustment,48.95073370212995,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1WP13,categorical,binary_outcome_by_categorical_predictor,1110,1110,763,347,5,69.06209015635562,range_weighted_pct_yes_across_predictor_categories,13.966030551392095,NA,NA,0.0031843546439469434,rao_scott_chisq_completed,0.012640480963721399,candidate_association_after_bh_adjustment,13.966030551392095,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1BC6,categorical,binary_outcome_by_categorical_predictor,1747,1747,1195,552,5,68.61519121323711,range_weighted_pct_yes_across_predictor_categories,14.340589940019356,NA,NA,0.003305971944357904,rao_scott_chisq_completed,0.012640480963721399,candidate_association_after_bh_adjustment,14.340589940019356,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1PF12,categorical,binary_outcome_by_categorical_predictor,1729,1729,1185,544,5,68.9243152801386,range_weighted_pct_yes_across_predictor_categories,28.420809310818584,NA,NA,0.0061912393455816625,rao_scott_chisq_completed,0.022357253192378225,candidate_association_after_bh_adjustment,28.420809310818584,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1GH46,categorical,binary_outcome_by_categorical_predictor,1753,1753,1198,555,5,68.60108187223345,range_weighted_pct_yes_across_predictor_categories,27.894105356796643,NA,NA,0.008741455691958624,rao_scott_chisq_completed,0.02990497999880582,candidate_association_after_bh_adjustment,27.894105356796643,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO3_yesno,num_H1RM1,continuous,binary_outcome_by_continuous_predictor,1591,1591,1100,491,NA,69.65494352990363,weighted_mean_difference_yes_minus_no,0.3832503970566341,5.61276984854389,5.229519451487256,0.009905298819391138,weighted_t_test_completed,0.0321922211630212,candidate_association_after_bh_adjustment,0.3832503970566341,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC1,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,5,69.07150354900266,range_weighted_pct_yes_across_predictor_categories,35.53121342176758,NA,NA,3.3701105047959794e-23,rao_scott_chisq_completed,2.1905718281173866e-21,candidate_association_after_bh_adjustment,35.53121342176758,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC3,categorical,binary_outcome_by_categorical_predictor,1741,1741,1199,542,5,69.10432592272772,range_weighted_pct_yes_across_predictor_categories,35.477926498781976,NA,NA,9.27327746147085e-19,rao_scott_chisq_completed,3.0138151749780264e-17,candidate_association_after_bh_adjustment,35.477926498781976,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC4,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,5,69.06876706335626,range_weighted_pct_yes_across_predictor_categories,34.03247587731128,NA,NA,1.4514271317600731e-18,rao_scott_chisq_completed,3.144758785480159e-17,candidate_association_after_bh_adjustment,34.03247587731128,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1SE2,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,6,69.1907913891178,range_weighted_pct_yes_across_predictor_categories,39.729689720183465,NA,NA,5.962456200152792e-15,rao_scott_chisq_completed,9.688991325248287e-14,candidate_association_after_bh_adjustment,39.729689720183465,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC5,categorical,binary_outcome_by_categorical_predictor,1736,1736,1193,543,5,68.97315237685946,range_weighted_pct_yes_across_predictor_categories,27.37216931783339,NA,NA,2.1054604237544252e-13,rao_scott_chisq_completed,2.7370985508807528e-12,candidate_association_after_bh_adjustment,27.37216931783339,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1SE1,categorical,binary_outcome_by_categorical_predictor,1740,1740,1197,543,6,69.15766396088866,range_weighted_pct_yes_across_predictor_categories,31.96354010023331,NA,NA,5.375360369494278e-11,rao_scott_chisq_completed,5.823307066952134e-10,candidate_association_after_bh_adjustment,31.96354010023331,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC7,categorical,binary_outcome_by_categorical_predictor,1743,1743,1199,544,5,69.02114553594951,range_weighted_pct_yes_across_predictor_categories,37.887102127766994,NA,NA,1.9760588719718876e-10,rao_scott_chisq_completed,1.8349118096881815e-9,candidate_association_after_bh_adjustment,37.887102127766994,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1SE3,categorical,binary_outcome_by_categorical_predictor,1744,1744,1200,544,6,69.15117173070932,range_weighted_pct_yes_across_predictor_categories,26.011150124859476,NA,NA,1.5062899255494036e-9,rao_scott_chisq_completed,1.2238605645088903e-8,candidate_association_after_bh_adjustment,26.011150124859476,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1MO10,categorical,binary_outcome_by_categorical_predictor,1712,1712,1186,526,5,69.78943516462351,range_weighted_pct_yes_across_predictor_categories,23.94804926933879,NA,NA,6.8863675674831555e-9,rao_scott_chisq_completed,4.973487687626723e-8,candidate_association_after_bh_adjustment,23.94804926933879,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC2,categorical,binary_outcome_by_categorical_predictor,1742,1742,1199,543,5,69.07420940904423,range_weighted_pct_yes_across_predictor_categories,25.300057500815072,NA,NA,8.193498638508106e-9,rao_scott_chisq_completed,5.325774115030269e-8,candidate_association_after_bh_adjustment,25.300057500815072,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1MO9,categorical,binary_outcome_by_categorical_predictor,1710,1710,1184,526,5,69.7575687581514,range_weighted_pct_yes_across_predictor_categories,19.783369773395854,NA,NA,5.775507211798169e-7,rao_scott_chisq_completed,3.4127997160625542e-6,candidate_association_after_bh_adjustment,19.783369773395854,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1PR8,categorical,binary_outcome_by_categorical_predictor,1747,1747,1201,546,6,68.97686423878918,range_weighted_pct_yes_across_predictor_categories,48.2979342915713,NA,NA,4.214457098930562e-6,rao_scott_chisq_completed,2.282830928587388e-5,candidate_association_after_bh_adjustment,48.2979342915713,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
main_grade_10_12,a_H1CO6_yesno,num_H1BC8,categorical,binary_outcome_by_categorical_predictor,1737,1737,1196,541,5,69.07283292833401,range_weighted_pct_yes_across_predictor_categories,20.36137146008766,NA,NA,6.942619964502343e-6,rao_scott_chisq_completed,3.273714386363716e-5,candidate_association_after_bh_adjustment,20.36137146008766,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling
