sample_name,outcome,predictor,predictor_type,test_family,n_complete,public_n_complete,n_outcome_yes,n_outcome_no,n_predictor_levels,weighted_pct_outcome_yes_overall,effect_measure,effect_value,weighted_mean_predictor_yes,weighted_mean_predictor_no,p_value,test_status,p_value_bh,preliminary_bivariate_decision,effect_abs,outcome_label,preliminary_outcome_decision,predictor_label,predictor_type_main,predictor_role,preliminary_modeling_decision.x,original_item,variable_label,theoretical_block,predictor_use_group,preliminary_modeling_decision.y,recommended_general_role,outcome_family,modeling_priority,recommended_modeling_status,script10_recommendation,outcome_proximity_warning,final_decision,reviewer_note
main_grade_10_12,a_H1CO13_yesno,num_BIO_SEX,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,1,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,0,NA,NA,NA,insufficient_complete_cases_or_cells,NA,test_not_available,0,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,BIO_SEX,NA,sociodemographic_controls,optional_sociodemographic_control,candidate_for_modeling,optional_control_review,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,include_or_review_as_control,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1CO1,binary,binary_outcome_by_categorical_predictor,481,481,363,118,1,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,0,NA,NA,NA,insufficient_complete_cases_or_cells,NA,test_not_available,0,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling,H1CO1,NA,sociodemographic_controls,optional_sociodemographic_control,candidate_for_modeling,optional_control_review,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,include_or_review_as_control,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1WP9,categorical,binary_outcome_by_categorical_predictor,420,420,312,108,5,76.04539221144648,range_weighted_pct_yes_across_predictor_categories,41.98901284494995,NA,NA,0.05645055472521455,rao_scott_chisq_completed,0.36800972343459815,no_bivariate_evidence,41.98901284494995,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1WP9,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1BC5,categorical,binary_outcome_by_categorical_predictor,480,480,363,117,5,77.40651692385764,range_weighted_pct_yes_across_predictor_categories,24.45109641945141,NA,NA,0.05750151928665596,rao_scott_chisq_completed,0.36800972343459815,no_bivariate_evidence,24.45109641945141,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1BC5,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1WP8,categorical,binary_outcome_by_categorical_predictor,434,434,325,109,8,76.64596440049048,range_weighted_pct_yes_across_predictor_categories,24.30446155385959,NA,NA,0.07213976074425915,rao_scott_chisq_completed,0.4197222443302351,no_bivariate_evidence,24.30446155385959,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1WP8,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1MO3,categorical,binary_outcome_by_categorical_predictor,458,458,343,115,5,76.58025370201568,range_weighted_pct_yes_across_predictor_categories,20.811409639469744,NA,NA,0.09270322141874944,rao_scott_chisq_completed,0.4786864596508188,no_bivariate_evidence,20.811409639469744,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1MO3,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1BC2,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,5,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,18.707456733454727,NA,NA,0.10903109397923376,rao_scott_chisq_completed,0.4786864596508188,no_bivariate_evidence,18.707456733454727,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1BC2,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1GH44,categorical,binary_outcome_by_categorical_predictor,480,480,363,117,5,77.17431284064449,range_weighted_pct_yes_across_predictor_categories,29.781278853119943,NA,NA,0.1136845028017121,rao_scott_chisq_completed,0.4786864596508188,no_bivariate_evidence,29.781278853119943,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1GH44,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1MO5,categorical,binary_outcome_by_categorical_predictor,456,456,342,114,5,76.75201929713133,range_weighted_pct_yes_across_predictor_categories,36.84443313380109,NA,NA,0.1167950039707044,rao_scott_chisq_completed,0.4786864596508188,no_bivariate_evidence,36.84443313380109,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1MO5,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1ED24,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,5,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,16.523273728137,NA,NA,0.12609485743232376,rao_scott_chisq_completed,0.4786864596508188,no_bivariate_evidence,16.523273728137,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1ED24,NA,school_educational_context,school_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1BC6,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,5,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,17.71524568618807,NA,NA,0.12715109084474874,rao_scott_chisq_completed,0.4786864596508188,no_bivariate_evidence,17.71524568618807,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1BC6,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1BC8,categorical,binary_outcome_by_categorical_predictor,480,480,363,117,5,77.30032755555034,range_weighted_pct_yes_across_predictor_categories,30.336451473967166,NA,NA,0.1650878442594643,rao_scott_chisq_completed,0.5629967993399723,no_bivariate_evidence,30.336451473967166,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1BC8,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1PF6,categorical,binary_outcome_by_categorical_predictor,479,479,361,118,5,77.059511713003,range_weighted_pct_yes_across_predictor_categories,65.1066632142309,NA,NA,0.1713627789624061,rao_scott_chisq_completed,0.5629967993399723,no_bivariate_evidence,65.1066632142309,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1PF6,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1BC3,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,5,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,17.89882829282631,NA,NA,0.17593649979374132,rao_scott_chisq_completed,0.5629967993399723,no_bivariate_evidence,17.89882829282631,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1BC3,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1WP1,binary,binary_outcome_by_categorical_predictor,434,434,325,109,2,76.61170952482831,range_weighted_pct_yes_across_predictor_categories,5.069664279840538,NA,NA,0.25517341568022206,rao_scott_chisq_completed,0.7776713620730576,no_bivariate_evidence,5.069664279840538,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling,H1WP1,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1BC1,categorical,binary_outcome_by_categorical_predictor,480,480,362,118,5,77.0985085764902,range_weighted_pct_yes_across_predictor_categories,21.909896351806506,NA,NA,0.30767017395804297,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,21.909896351806506,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1BC1,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1RP3,categorical,binary_outcome_by_categorical_predictor,479,479,361,118,5,77.05668461487606,range_weighted_pct_yes_across_predictor_categories,22.496137860460195,NA,NA,0.3284601137085448,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,22.496137860460195,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1RP3,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1PR5,categorical,binary_outcome_by_categorical_predictor,480,480,362,118,6,77.0983493219413,range_weighted_pct_yes_across_predictor_categories,29.87042494441455,NA,NA,0.3442441655668728,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,29.87042494441455,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1PR5,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,derived_strict_sample_flag,binary,binary_outcome_by_categorical_predictor,481,481,363,118,2,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,22.982720855701857,NA,NA,0.35290719577003915,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,22.982720855701857,NA,candidate_outcome_for_bivariate_analysis,NA,binary,script05_derived_variable,candidate_for_modeling,derived_strict_sample_flag,NA,other_review_required,other_predictor_review,candidate_for_modeling,review,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1MO10,categorical,binary_outcome_by_categorical_predictor,458,458,344,114,5,76.69525263963112,range_weighted_pct_yes_across_predictor_categories,12.616355303019276,NA,NA,0.4009466818666373,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,12.616355303019276,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1MO10,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_IMONTH,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,9,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,31.30744879771794,NA,NA,0.41927546290239026,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,31.30744879771794,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,IMONTH,NA,other_review_required,other_predictor_review,candidate_for_modeling,review,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1TS8,binary,binary_outcome_by_categorical_predictor,481,481,363,118,2,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,5.812877454765015,NA,NA,0.43530941340758056,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,5.812877454765015,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling,H1TS8,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1WP14,categorical,binary_outcome_by_categorical_predictor,268,268,205,63,5,77.86145252727735,range_weighted_pct_yes_across_predictor_categories,39.7930345698279,NA,NA,0.4486217063481889,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,39.7930345698279,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1WP14,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1PR7,categorical,binary_outcome_by_categorical_predictor,480,480,362,118,6,77.0983493219413,range_weighted_pct_yes_across_predictor_categories,38.53847406886535,NA,NA,0.4507098425857621,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,38.53847406886535,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1PR7,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1GI20,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,3,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,6.703581800876563,NA,NA,0.45329544433744134,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,6.703581800876563,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1GI20,NA,other_review_required,other_predictor_review,candidate_for_modeling,review,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1PR8,categorical,binary_outcome_by_categorical_predictor,480,480,362,118,6,77.0983493219413,range_weighted_pct_yes_across_predictor_categories,15.998517775888658,NA,NA,0.4768723458926414,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,15.998517775888658,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1PR8,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1BC4,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,5,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,16.009879405966075,NA,NA,0.48741512446048774,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,16.009879405966075,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1BC4,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1WP2,binary,binary_outcome_by_categorical_predictor,435,435,326,109,2,76.68760969573825,range_weighted_pct_yes_across_predictor_categories,5.089807487639007,NA,NA,0.4948359244666408,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,5.089807487639007,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling,H1WP2,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1GI1Y,categorical,binary_outcome_by_categorical_predictor,481,481,363,118,7,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,31.101615853182324,NA,NA,0.5088391173563287,rao_scott_chisq_completed,0.8365048708618193,no_bivariate_evidence,31.101615853182324,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1GI1Y,NA,other_review_required,other_predictor_review,candidate_for_modeling,review,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_PA55,continuous,binary_outcome_by_continuous_predictor,338,338,265,73,NA,79.66414460895031,weighted_mean_difference_yes_minus_no,2.969574488876084,42.37197414446537,39.402399655589285,0.5097451556814212,weighted_t_test_completed,0.8365048708618193,no_bivariate_evidence,2.969574488876084,NA,candidate_outcome_for_bivariate_analysis,NA,continuous,numeric_cleaned_item,candidate_for_modeling,PA55,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1MO12,categorical,binary_outcome_by_categorical_predictor,459,459,344,115,5,76.63795894387228,range_weighted_pct_yes_across_predictor_categories,11.552078937620152,NA,NA,0.5699680356293082,rao_scott_chisq_completed,0.8787984093337413,no_bivariate_evidence,11.552078937620152,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1MO12,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1HS9,binary,binary_outcome_by_categorical_predictor,481,481,363,118,2,77.15598536211316,range_weighted_pct_yes_across_predictor_categories,2.6871199631994784,NA,NA,0.5765249165426469,rao_scott_chisq_completed,0.8787984093337413,no_bivariate_evidence,2.6871199631994784,NA,candidate_outcome_for_bivariate_analysis,NA,binary,numeric_cleaned_item,candidate_for_modeling,H1HS9,NA,knowledge_attitudes_perceptions,knowledge_attitude_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
main_grade_10_12,a_H1CO13_yesno,num_H1WP10,categorical,binary_outcome_by_categorical_predictor,420,420,312,108,4,76.04539221144648,range_weighted_pct_yes_across_predictor_categories,29.16772196680717,NA,NA,0.5767114561252678,rao_scott_chisq_completed,0.8787984093337413,no_bivariate_evidence,29.16772196680717,NA,candidate_outcome_for_bivariate_analysis,NA,categorical,numeric_cleaned_item,candidate_for_modeling,H1WP10,NA,family_household_context,family_block_predictor,candidate_for_modeling,eligible_predictor_block,contraceptive_use,primary_or_secondary,recommended_for_script10_primary_or_secondary_model,not_prioritized_for_script10,FALSE,,
